Agency,URL,Title,Description,Modified,Identifier,Access,Periodicity,License
EPA,http://edg-intranet.epa.gov/data/restricted/OEI/FRS/,EPA Facility Registry Service (FRS): Facility Interests Dataset - Intranet Download,"This downloadable data package consists of location and facility identification information from EPA's Facility Registry Service (FRS) for all sites that are available in the FRS individual feature layers. The layers comprise the FRS major program databases, including: / Assessment Cleanup and Redevelopment Exchange System (ACRES) : brownfields sites ; Air Facility System (AFS) : stationary sources of air pollution ; Air Quality System (AQS) : ambient air pollution data from monitoring stations; Bureau of Indian Affairs (BIA) : schools data on Indian land; Base Realignment and Closure (BRAC) facilities; Clean Air Markets Division Business System (CAMDBS) : market-based air pollution control programs; Comprehensive Environmental Response, Compensation, and Liability Information System (CERCLIS) : hazardous waste sites; Integrated Compliance Information System (ICIS) : integrated enforcement and compliance information; National Compliance Database (NCDB) : Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA) and the Toxic Substances Control Act (TSCA); National Pollutant Discharge Elimination System (NPDES) module of ICIS : NPDES surface water permits; Radiation Information Database (RADINFO) : radiation and radioactivity facilities; RACT/BACT/LAER Clearinghouse (RBLC) : best available air pollution technology requirements; Resource Conservation and Recovery Act Information System (RCRAInfo) : tracks generators, transporters, treaters, storers, and disposers of hazardous waste; Safe Drinking Water Information System (SDWIS) : public water systems and water system facilities; Toxic Release Inventory (TRI) : certain industries that use, manufacture, treat, or transport more than 650 toxic chemicals; Risk Management Plan (RMP) database : facilities that handle, manufacture, use, or store certain flammable or toxic substances; Landfill dataset : non-hazardous waste sites; Emission Inventory System (EIS) : inventory of large stationary sources and voluntarily-reported smaller sources of air point pollution emitters; Oil database : spill prevention, control, and countermeasure (SPCC) and facility response plan (FRP) subject facilities; Electronic Greenhouse Gas Reporting Tool (E-GGRT) : large greenhouse gas emitters; Emissions & Generation Resource Integrated Database (EGRID) : power plants. The Facility Registry Service (FRS) identifies and geospatially locates facilities, sites or places subject to environmental regulations or of environmental interest. Using vigorous verification and data management procedures, FRS integrates facility data from EPA's national program systems, other federal agencies, and State and tribal master facility records and provides EPA with a centrally managed, single source of comprehensive and authoritative information on facilities. This data set contains the FRS facilities that link to the programs listed above once the program data has been integrated into the FRS database. Additional information on FRS is available at the EPA website http://www.epa.gov/enviro/html/fii/index.html. / Included in this package are a file geodatabase, Esri ArcMap map document and an XML file of this metadata record. Full FGDC metadata records for each layer are contained in the database.",2015-05-26T04:00:00Z,{37009592-BC14-4976-A15D-1DF3EC95E3A4},public,R/P1M,https://edg.epa.gov/EPA_Data_License.html
EPA,http://igeo.epa.gov/arcgis/rest/services/OEI/FRS/MapServer,EPA Facility Registry Service (FRS): Facility Interests Dataset - Intranet,"This web feature service consists of location and facility identification information from EPA's Facility Registry Service (FRS) for all sites that are available in the FRS individual feature layers. The layers comprise the FRS major program databases, including: / Assessment Cleanup and Redevelopment Exchange System (ACRES) : brownfields sites ; Air Facility System (AFS) : stationary sources of air pollution ; Air Quality System (AQS) : ambient air pollution data from monitoring stations; Bureau of Indian Affairs (BIA) : schools data on Indian land; Base Realignment and Closure (BRAC) facilities; Clean Air Markets Division Business System (CAMDBS) : market-based air pollution control programs; Comprehensive Environmental Response, Compensation, and Liability Information System (CERCLIS) : hazardous waste sites; Integrated Compliance Information System (ICIS) : integrated enforcement and compliance information; National Compliance Database (NCDB) : Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA) and the Toxic Substances Control Act (TSCA); National Pollutant Discharge Elimination System (NPDES) module of ICIS : NPDES surface water permits; Radiation Information Database (RADINFO) : radiation and radioactivity facilities; RACT/BACT/LAER Clearinghouse (RBLC) : best available air pollution technology requirements; Resource Conservation and Recovery Act Information System (RCRAInfo) : tracks generators, transporters, treaters, storers, and disposers of hazardous waste; Safe Drinking Water Information System (SDWIS) : public water systems and water system facilities; Toxic Release Inventory (TRI) : certain industries that use, manufacture, treat, or transport more than 650 toxic chemicals; Risk Management Plan (RMP) database : facilities that handle, manufacture, use, or store certain flammable or toxic substances; Landfill dataset : non-hazardous waste sites; Emission Inventory System (EIS) : inventory of large stationary sources and voluntarily-reported smaller sources of air point pollution emitters; Oil database : spill prevention, control, and countermeasure (SPCC) and facility response plan (FRP) subject facilities; Electronic Greenhouse Gas Reporting Tool (E-GGRT) : large greenhouse gas emitters; Emissions & Generation Resource Integrated Database (EGRID) : power plants. The Facility Registry Service (FRS) identifies and geospatially locates facilities, sites or places subject to environmental regulations or of environmental interest. Using vigorous verification and data management procedures, FRS integrates facility data from EPA's national program systems, other federal agencies, and State and tribal master facility records and provides EPA with a centrally managed, single source of comprehensive and authoritative information on facilities. This data set contains the FRS facilities that link to the programs listed above once the program data has been integrated into the FRS database. Additional information on FRS is available at the EPA website http://www.epa.gov/enviro/html/fii/index.html.",2015-05-26T04:00:00Z,{0C55DD47-83EC-4124-AE58-C8BF83E9652D},public,R/P1M,https://edg.epa.gov/EPA_Data_License.html
USDA,http://www.ers.usda.gov/developer/data-apis.aspx,ARMS Farm Financial and Crop Production Practices,"The annual Agricultural Resource Management Survey (ARMS) is USDA's primary source of information on the financial condition, production practices, and resource use of America's farm businesses and the economic well-being of America's farm households. ARMS data are essential to USDA, congressional, administration, and industry decision makers when weighing alternative policies and programs that touch the farm sector or affect farm families.",2015-01-29,USDA-ERS-02580,public,R/P1Y,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://gis.ers.usda.gov/arcgis/rest/services/,Atlas of Rural and Small-Town America,"View the diversity of challenges and opportunities across America's counties within different types of rural regions and communities. Get statistics on people, jobs, and agriculture.",2014-07-24,USDA-ERS-05398,public,R/P1Y,https://creativecommons.org/licenses/by/4.0
USDA,http://www.ers.usda.gov/rss/calendar.aspx?type=data&n=1,Data Product RSS Feed,This provides announcements via RSS of data product publishing from USDA Economic Research Service.,2015-01-29,USDA-ERS-00101,public,R/P1D,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://gis.ers.usda.gov/arcgis/rest/,GIS Map Services and API User Guide,"All of the ERS mapping applications, such as the Food Environment Atlas and the Food Access Research Atlas, use map services developed and hosted by ERS as the source for their map content. These map services are open and freely available for use outside of the ERS map applications. Developers can include ERS maps in applications through the use of the map service REST API, and desktop GIS users can use the maps by connecting to the map server directly. Over 30 ERS map services have been created, each containing anywhere from 4 to 70 map layers. The majority of the services consist of national maps displaying data at the county-level.",2015-01-29,USDA-ERS-00097,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://www.ers.usda.gov/rss,Subscribe to RSS Feeds,"This provides announcements via RSS of new releases and updates from USDA Economic Research Service. / / RSS (Really Simple Syndication) is an easy way for you to be alerted when content that interests you appears on your favorite web sites. Instead of visiting a particular web site to browse for new articles and features or waiting for the publisher to alert you of new releases, RSS automatically tells you when something new is posted online (called a ""feed""). / / ERS offers RSS feeds with headlines, descriptions, and links back to ERS for the full story. Feeds cover data products, publications, outlook reports, Amber Waves e-zine, news/media, and several agricultural economic topics.",2015-01-29,USDA-ERS-00100,public,R/P1D,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://api.ers.usda.gov/,Website Content API,"The Website Content API provides programmatic access to the primary content areas of the ERS public website including Topics, Publications, Amber Waves online magazine, Charts, Data products, and Authors.",2015-01-29,USDA-ERS-00098,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://www.ers.usda.gov/developer/widgets.aspx,Widgets,Enjoy Charts of Note? Paste one of the JavaScript code options into the HTML of your blog or web page to embed a specific Chart of Note or the most recent Chart of Note.,2015-01-29,USDA-ERS-00099,public,R/P1D,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_ProclaimedForestBoundaries_01/MapServer,FS National Forest Dataset (US Forest Service Proclaimed Forests),"A map service on the www depicting the boundaries encompassing the National Forest System (NFS) lands within the original proclaimed National Forests, along with subsequent Executive Orders, Proclamations, Public Laws, Public Land Orders, Secretary of Agriculture Orders, and Secretary of Interior Orders creating modifications thereto, along with lands added to the NFS which have taken on the status of 'reserved from the public domain' under the General Exchange Act. The following area types are included: National Forest, Experimental Area, Experimental Forest, Experimental Range, Land Utilization Project, National Grassland, Purchase Unit, and Special Management Area. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00033,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_ALPStatusAndEncumbrance_01/MapServer,U.S. Forest Service ALP Status And Encumbrance,A map service designed to portray US Forest Service Land Status Record System data. The map service is for querying and displaying Land Status Record System information for Lands under Forest Service Management. Using this service in the US Forest Service Map Service Viewer the user will be able to view Land Status Record System layers with various supplied background imagery and layers.,2014-12-23,USDA-FS-00020,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_ForestSystemBoundaries_01/MapServer,U.S. Forest Service Administrative Forest Boundaries,"A map service on the www depicting all the National Forest System lands administered by an unit. These areas encompasse private lands, other governmental agency lands, and may contain National Forest System lands within the proclaimed boundaries of another administrative unit. All National Forest System lands fall within one and only one Administrative Forest Area. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others. This map service is symbolized with a light green fill and a darker green outline. Labeling for each administrative unit starts at 1:10,000,000.",2015-02-03,USDA-FS-00064,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_RangerDistricts_01/MapServer,U.S. Forest Service Administrative Ranger District Boundaries,"A map service on the www depicting the boundary that encompasses a Ranger District. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00031,public,R/PT1S,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_RangerDistricts_03/MapServer,U.S. Forest Service Administrative Ranger District Boundaries - with Regions Table,"A map service on the www depicting the boundary that encompasses a Ranger District. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others. The map service includes a related table to U.S. Forest Service Adminstrative regions to be able to display a ranger district's administrative region name.",2015-04-27,USDA-FS-00036,public,R/PT1S,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_RegionBoundaries_01/MapServer,U.S. Forest Service Administrative Region Boundaries,"A map service on the www depicting all the National Forest System lands administered by a Region. The area encompasses private lands, other governmental agency lands. All National Forest System lands fall within one and only one Administrative Region Area. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2015-02-27,USDA-FS-00018,public,R/PT1S,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_AerialFireRetardantHydrographicAvoidanceAreas_01/MapServer,U.S. Forest Service Aerial Fire Retardant Avoidance Area Hydro,"A map service on the www depicting aerial retardant avoidance areas for hydrographic feature data. Aerial retardant avoidance area for hydrographic feature data are based on high resolution National Hydrographic Dataset (NHD) produced by USGS and available from the USFS Enterprise Data Warehouse. Forests and/or regions have had the opportunity to modify the default NHD water representation (300ft buffer from all water features) for their areas of interest to accurately represent aerial fire retardant avoidance areas as described in the 2011 Record of Decision for the Nationwide Aerial Application of Fire Retardant on National Forest System Land EIS. These changes have been integrated into this dataset depicting aerial fire retardant avoidance areas for hydrographic features.The following process was used to develop the hydrographic areas to be avoided by aerial fire retardant. Using the FCODE attribute, streams/rivers/waterbodies are categorized into perennial and intermittent/ephemeral types. Linear features (streams & rivers) FCODES 46003 and 46006 and polygonal features (lakes and other waterbody) FCODES 39001, 39005, 39006, 43612, 43614, 46601 are considered intermittentt/ephemeral features. All other FCODES are considered to be perennial features. Underground and covered water features (e.g., pipelines) are excluded. Initially, all intermittent/ephemeral and perennial features were buffered by 300 feet by the Forest/Region units. Subsequently, Forest/Region units may have extended these buffers locally based on their requirements. The resulting avoidance areas may have overlapping features due to the buffering processes.The National Hydrography Dataset (NHD) is a feature-based database that interconnects and uniquely identifies the stream segments or reaches that make up the nation's surface water drainage system. NHD data was originally developed at 1:100,000-scale and exists at that scale for the whole country. This high-resolution NHD, generally developed at 1:24,000/1:12,000 scale, adds detail to the original 1:100,000-scale NHD. (Data for Alaska, Puerto Rico and the Virgin Islands was developed at high-resolution, not 1:100,000 scale.) Local resolution NHD is being developed where partners and data exist. The NHD contains reach codes for networked features, flow direction, names, and centerline representations for areal water bodies. Reaches are also defined on waterbodies and the approximate shorelines of the Great Lakes, the Atlantic and Pacific Oceans and the Gulf of Mexico. The NHD also incorporates the National Spatial Data Infrastructure framework criteria established by the Federal Geographic Data Committee.",2014-12-23,USDA-FS-00021,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_AerialFireRetardantAvoidanceAreas_01/MapServer,U.S. Forest Service Aerial Fire Retardant Avoidance Areas,"A map service depicting aerial fire retardant avoidance areas delivered as part of the 2011 Nationwide Aerial Application of Fire Retardant on National Forest System Land Environmental Impact Statement. This Feature Class shows areas, provided by each National Forest who used aerial fire retardant from 2000-2010, where the aerial application of fire retardant should be avoided in order to prevent the potential of impacts to Federally listed threatened or endangered species as identified through consultation, or Forest Service sensitive species. Data includes location of terrestrial and hydrographic areas where the application of aerial fire retardant is to be avoided. Current aerial fire retardant standards prohibit application within 300 feet of hydrographic features. Therefore, this data may contain duplicate hydrographic areas already covered by existing standards. This data is to be used in planning and implementation phases of USFS fire activities to help prevent misapplication of aerial fire retardant in known areas of TES species or water features throughout National Forest lands. Provided here is a National merged dataset derived from each National Forest contribution. This data has been merged, dissolved, and erased of attributes contained in each original component dataset. For this purpose, specific attributes are not necessary, as any spatial areas depicted simply show areas where aerial fire retardant use is to be avoided as stated in USFS guidelines.",2014-12-23,USDA-FS-00022,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_BasicOwnership_01/MapServer,U.S. Forest Service Basic Ownership,"A map service on the www depicting areas as surface ownership parcels dissolved on the same ownership classification. This map service was prepared to describe Forest Service Basic Ownership boundaries. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00019,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_BasicOwnership_02/MapServer,U.S. Forest Service Basic Ownership 2,"A map service on the www depicting areas as surface ownership parcels dissolved on the same ownership classification. This map service was prepared to describe Forest Service Basic Ownership boundaries. The map is symbolized showing US Forest Service owned land only. Non-Forest owned land is 100% transparent. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2015-02-03,USDA-FS-00067,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_CFLRProjectAccomplishments_01/MapServer,U.S. Forest Service CFLR Project Accomplishments,"A map service on the www that depicts Collaborative Forest Landscape Restoration (CFLR) and High Priority Restoration (HRP) project accomplishments. These are ten year projects designed to encourage the collaborative, science-based ecosystem restoration of priority forest landscapes. Please note that this data does not contain all activities that are part of CFLR since spatial reporting is not required and is self-reported by U.S. Forest Service units. For more information on these projects, please visit http://www.fs.fed.us/restoration/CFLRP/index.shtml/index.shtml",2014-12-23,USDA-FS-00017,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_ColoradoRoadlessAreas2012_01/MapServer,U.S. Forest Service Colorado Roadless Areas 2012,"A map service, available on the www that depicts the boundaries of Roadless Areas designated by the Colorado Roadless Rule of 2012 and managed by the US Forest Service. These roadless areas were designated by administrative rulemaking to provide management direction for conservation of roadless area characteristics while addressing Colorado specific concerns. These roadless area designations supersede the roadless areas designated by the Roadless Area Conservation Rule of 2001 for Colorado. Upper tier areas are a subset of Colorado Roadless Areas which have limited exceptions to provide a high level of protection. The North Fork Coal Mining area is a subset of Colorado Roadless Areas which has an exception for coal mining related activities.",2014-02-12,USDA-FS-00062-2015,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_InvasiveSpecies_01/MapServer,U.S. Forest Service Current Invasive Plant Locations,"A map service on the www depicting the most recent measurement of Invasive Plant Infestation polygons collected by the National Invasive Plant Inventory Protocol. Previous measurements to the same Invasive Plant Infestation are excluded. Includes Site ID, Plant code, status etc. for the infesting species, date, area and other basic data. Data displays at scales larger than 1:1,155,581. More information available on the NRIS Invasive Plants Product Page: http://fsweb.nris.fs.fed.us/products/TESP_Invasive_Species/index.shtml",2014-12-23,USDA-FS-00006,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_DevelopedSite_01/MapServer,U.S. Forest Service Developed Site,"A map service on the www that depicts areas having regulations and/or restrictions related to existing buildings, structures, or resource activities such as a constructed fuel breaks. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00016,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_EcomapSections_01/MapServer,U.S. Forest Service Ecological Sections,A map service on the www depicting ecological section boundaries within the conterminous United States. The map service contains regional geographic delineations for analysis of ecological relationships across ecological units. http://data.fs.usda.gov/geodata/,2014-12-23,USDA-FS-00015,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_ForestsToFaucets_01/MapServer,U.S. Forest Service Forests to Faucets,"A map service on the www depicting watershed indexes to help identify areas of interest for protecting surface drinking water quality. The dataset depicted in this map service provides a watershed index of surface drinking water importance, a watershed index of forest importance to surface drinking water, and a watershed index to highlight the extent to which development, fire, and insects and disease threaten forests important for surface drinking water. This tabular dataset is meant to be joined with the NRCS Watershed Boundary Dataset HUC-12. The results of this assessment provides information that can identify areas of interest for protecting surface drinking water quality. The spatial dataset can be incorporated into broad-scale planning, such as the State Forest Action Plans, and can be incorporated into existing decision support tools that currently lack spatial data on important areas for surface drinking water. This project also sets the groundwork for identifying watersheds where a payment for watershed services (PWS) scheme may be an option for financing forest conservation and management on private unprotected forest lands. In perhaps its most important but most basic role, this work can serve as an education tool helping to illustrate the link between forests and provision of key watershed-based ecosystem services.",2014-12-23,USDA-FS-00014,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_GeopoliticalUnit_01/MapServer,U.S. Forest Service Geopolitical Units,"A map service on the www depicting geopolitical data for the entire area of the United States and territories. This includes States, Counties or Boroughs, Congressional Districts, Alaska Recording Districts, County Subdivisions, and Places boundaries that are derived from the latest official Census Bureau and Alaska Department of Natural Resources datasets. This offers the combination of the most recent Census Bureau and Alaska DNR geopolitical data with geopolitical boundaries within Forest Service lands that have been adjusted for better accuracy and for vertical integration with Forest Service data. Since it is vertically integrated when coincident with Forest Service lands, this dataset allows for better multi-layer analysis with other Forest Service lands data, and improved cartographic applications where Census data and Forest Service data need to be depicted in the same map. Features within Forest Service Administrative Forest boundaries may have been modified by the Forest Service for improved accuracy and spatial coincidence (vertical integration).",2014-12-23,USDA-FS-00013,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_HazardousFuelsTreatments_01/MapServer,U.S. Forest Service Hazardous Fuels Treatments,"A map service on the www depicting select activities that help reduce hazardous fuels on the landscape. This includes features representing Rx Fire, Wildfire, Mechanical, and/or Chemical fuels reduction treatments regardless of funding source. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00012,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_IRR_01/MapServer,U.S. Forest Service Integrated Resource Restoration,"A map service on the www depicting activities funded through the Integrated Resource Restoration (IRR) NFRR Budget Line Item and reported through the U.S. Forest Service FACTS database. Activities funded through the IRR initiative include areas treated to sustain or restore watershed function; forestlands treated using timber sales; forestland vegetation improved, forest land vegetation established, rangeland vegetation improved by treatment for noxious weeds or invasive plants; and hazardous fuels treated outside the wildland/urban interface to reduce the risk of catastrophic wildland fire. It is important to note that this map service does not contain all activities funded through NFRR because the spatial portion of the activity description is not required and is self-reported by Forest Service units.",2014-08-01,USDA-FS-00030,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_NFSLandUnit_01/MapServer,U.S. Forest Service Land Units,"A map service on the www depicting National Forest Service land units. An NFS Land Unit is nationally significant classification of Federally owned forest, range, and related lands that are administered by the USDA Forest Service or designated for administration through the Forest Service. NFS Land Unit types include proclaimed national forest, purchase unit, national grassland, land utilization project, research and experimental area, national preserve, and other land area. Each NFS Land Unit is identified by a National Forest Fiscal Identifier (NFFID) code, a unique 4-digit number that is used for accounting purposes. The purpose of the map is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00024,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_LandUtilizationProject_01/MapServer,U.S. Forest Service Land Utilization Project,"A map service on the www depicting units designated by the Secretary of Agriculture for conservation and utilization under Title III of the Bankhead-Jones Farm Tenant Act. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00004,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_LWCF_01/MapServer,U.S. Forest Service Land and Water Conservation Fund,"Created by Congress in 1964, the Land and Water Conservation Fund (LWCF) provides money to federal, state and local governments to purchase land, water and wetlands for the the benefit of all Americans. From majestic forests and snowcapped mountains, to wild rivers and stunning beaches, these acquisitions become part of your national forests. For more information visit the LWCF website: http://www.fs.fed.us/land/staff/LWCF/",2014-12-23,USDA-FS-00003,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_NationalGrassland_01/MapServer,U.S. Forest Service National Grasslands,"A map service on the www depicting National Grassland units designated by the Secretary of Agriculture and permanently held by the Department of Agriculture under Title III of the Bankhead-Jones Farm Tenant Act. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00001,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_InventoriedRoadlessAreas2001_01/MapServer,U.S. Forest Service National Inventoried Roadless Areas,"A map service, available on the www, that depicts the Inventoried Roadless Areas that were used in the Final Environmental Impact Statement (EIS) for the 2001 Roadless Area Conservation Rule. The EIS analysis team used this spatial data to assess the impacts of roadless area alternatives on Forest Service policies, use of the National Forests, and the surrounding environment. It was used for analysis in combination with national characterization layers, such as ambient human population, forest mortality risk to insects and diseases, current land cover types, and others. The data includes the entire lower 48 states and Alaska at a coarse resolution. The public also had a need to know where IRAs were located in their area and across the nation. For more information visit http://fs.usda.gov/roadless/.",2015-01-27,USDA-FS-00005,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_InventoriedRoadlessAreas2001IdCo_01/MapServer,U.S. Forest Service National Inventoried Roadless Areas Including Idaho and Colorado,"A map service, available on the www, that depicts the Inventoried Roadless Areas that were used in the Final Environmental Impact Statement (EIS) for the 2001 Roadless Area Conservation Rule. The Roadless Area Conservation Rule of 2001 designated roadless areas nationwide. Subsequent rules, the Idaho Roadless Rule of 2008,and the Colorado Roadless Rule of 2012 replaced that direction and designation in the states of Idaho and Colorado. The EIS analysis team used this spatial data to assess the impacts of roadless area alternatives on Forest Service policies, use of the National Forests, and the surrounding environment. It was used for analysis in combination with national characterization layers, such as ambient human population, forest mortality risk to insects and diseases, current land cover types, and others. The data includes the entire lower 48 states and Alaska at a coarse resolution. The public also had a need to know where IRAs were located in their area and across the nation. For more information visit http://fs.usda.gov/roadless/.",2015-01-28,USDA-FS-00055-2015,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_InventoriedRoadlessAreas2008Id_01/MapServer,U.S. Forest Service National Inventoried Roadless Areas in Idaho 2008,"A map service, available on the www, that depicts the Inventoried Roadless Areas that were used in the Final Environmental Impact Statement (EIS) for the 2008 Roadless Area Conservation Rule for Idaho. The Roadless Area Conservation Rule of 2008 designated roadless areas in Idaho.",2014-02-05,USDA-FS-00056-2015,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer,U.S. Forest Service Other National Designated Areas,"A map service on the www depicting an area depicting National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00025,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedAreaStatus_01/MapServer,U.S. Forest Service Other National Designated Areas Status,"A map service on the www depicting the status of areas showing National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-12-23,USDA-FS-00026,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_PeriodicalCicadaBroods_01/MapServer,U.S. Forest Service Periodical Cicada Broods,"A map service on the www depicting periodical cicada distribution and expected year of emergence by cicada brood and county. The periodical cicada emerges in massive groups once every 13 or 17 years and is completely unique to North America. There are 15 of these mass groups, called broods, of periodical cicadas in the United States. This county-based data, complied by the USFS Northern Research Station, depict where and when the different broods of periodical cicadas are likely to emerge in the US through 2031. The data was compiled for the 2011 publication entitled ""Avian predators are less abundant during periodical cicada emergences, but why?"" (Koenig et al. http://dx.doi.org/10.1890/10-1583.1) using data from periodical cicada publications listed below. 1) Marlatt, C. L. 1907. ""The periodical cicada"". Bulletin of the USDA Bureau of Entomology 71:1–181. 2) Simon, C. 1988. ""Evolution of 13- and 17-year periodical cicadas"". (Homoptera: Cicadidae). Bulletin of the Entomological Society of America 34:163–176. 3) Liebhold, A. M., Bohne, M. J., and R. L. Lilja. 2013. ""Active Periodical Cicada Broods of the United States"". USDA Forest Service Northern Research Station, Northeastern Area State and Private Forestry.",2014-12-23,USDA-FS-00023,public,,https://creativecommons.org/licenses/by/4.0
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_PriorityWatersheds_01/MapServer,U.S. Forest Service Priority Watersheds,A map service on the www depicting the Watershed Condition Class and assessment status for the assessment year of 2011.,2015-02-03,USDA-FS-00066,public,,https://creativecommons.org/publicdomain/zero/1.0/
