Agency,Title,URL,Identifier,Access
EPA,Level IV Ecoregions of Colorado,ftp://ftp.epa.gov/wed/ecoregions/co/co_eco_l4.zip,{47BC5493-B60F-4D98-AFEB-370986A7B790},public
EPA,Level III Ecoregions of Connecticut,ftp://ftp.epa.gov/wed/ecoregions/ct/ct_eco_l3.zip,{E02DF3BA-716B-46B2-B5D3-99B42EACCCDE},public
EPA,Level IV Ecoregions of Connecticut,ftp://ftp.epa.gov/wed/ecoregions/ct/ct_eco_l4.zip,{B09A339F-AC35-4645-94B0-C48D83B98152},public
EPA,Level IV Ecoregions of Florida,ftp://ftp.epa.gov/wed/ecoregions/fl/fl_eco_l4.zip,{25951D45-715C-4A10-9464-2AF3629B7F15},public
EPA,Level III Ecoregions of Iowa,ftp://ftp.epa.gov/wed/ecoregions/ia/ia_eco_l3.zip,{CC752C88-2503-4C20-914F-12B981CED241},public
EPA,Level IV Ecoregions of Idaho,ftp://ftp.epa.gov/wed/ecoregions/id/id_eco_l4.zip,{53D1FB95-8371-4337-A07E-88C475A0E37D},public
EPA,Level IV Ecoregions of Iowa,ftp://ftp.epa.gov/wed/ecoregions/ia/ia_eco_l4.zip,{C911D8B6-F4AE-496C-BFE4-2D99C8D4BE3B},public
EPA,Level III Ecoregions of Illinois,ftp://ftp.epa.gov/wed/ecoregions/il/il_eco_l3.zip,{6DB79254-E05A-4ECE-81C4-161D66CA147E},public
EPA,Level IV Ecoregions of Georgia,ftp://ftp.epa.gov/wed/ecoregions/ga/ga_eco_l4.zip,{D2E0EC34-57B3-45CE-8BB8-E88320A44869},public
EPA,Level III Ecoregions of Idaho,ftp://ftp.epa.gov/wed/ecoregions/id/id_eco_l3.zip,{F47FC159-7C40-4AFE-BB65-D246130828E1},public
EPA,Level IV Ecoregions of Illinois,ftp://ftp.epa.gov/wed/ecoregions/il/il_eco_l4.zip,{DDEF0D86-19BF-4809-8449-C6E44DF44828},public
EPA,Level III Ecoregions of Kansas,ftp://ftp.epa.gov/wed/ecoregions/ks/ks_eco_l3.zip,{BA951AEB-2903-4279-8F1A-0C8F409C37A7},public
EPA,Level IV Ecoregions of Kansas,ftp://ftp.epa.gov/wed/ecoregions/ks/ks_eco_l4.zip,{2521D31F-7727-4E57-B82C-12A7C3D9B319},public
EPA,Level IV Ecoregions of Kentucky,ftp://ftp.epa.gov/wed/ecoregions/ky/ky_eco_l4.zip,{782A4C70-9A4A-4E2D-910B-ED38CBB6A6DD},public
EPA,Level III Ecoregions of Louisiana,ftp://ftp.epa.gov/wed/ecoregions/la/la_eco_l3.zip,{6EF596C3-BAF4-4729-AF4B-CDD44EF6DE8C},public
EPA,Level III Ecoregions of Kentucky,ftp://ftp.epa.gov/wed/ecoregions/ky/ky_eco_l3.zip,{38B6B056-132B-451E-A00E-3AAFE9B81332},public
EPA,Level IV Ecoregions of Louisiana,ftp://ftp.epa.gov/wed/ecoregions/la/la_eco_l4.zip,{14F9996E-BD95-40E3-B7C7-23B70BF96A4B},public
EPA,Level III Ecoregions of Michigan,ftp://ftp.epa.gov/wed/ecoregions/mi/mi_eco_l3.zip,{BAF6C7BB-742B-429A-B10C-3533C39E39D7},public
EPA,Level IV Ecoregions of Massachusetts,ftp://ftp.epa.gov/wed/ecoregions/ma/ma_eco_l4.zip,{E813974F-7EB2-4772-A046-E102761AF24A},public
EPA,Level III Ecoregions of Maryland,ftp://ftp.epa.gov/wed/ecoregions/md/md_eco_l3.zip,{E21B6B42-535F-4B10-B374-ACE219F9BDC7},public
EPA,Level IV Ecoregions of Maryland,ftp://ftp.epa.gov/wed/ecoregions/md/md_eco_l4.zip,{D35B31CE-47D9-41D4-8400-1EE0BC7BE60F},public
EPA,Level III Ecoregions of Maine,ftp://ftp.epa.gov/wed/ecoregions/me/me_eco_l3.zip,{7058FED1-AB49-4907-8882-0A18051FE031},public
EPA,Level IV Ecoregions of Maine,ftp://ftp.epa.gov/wed/ecoregions/me/me_eco_l4.zip,{6D3F337E-BFC0-4C08-BF26-43194844C8F9},public
EPA,2010 States (Census Cartographic Boundaries)/IGD:  STATE10G,http://epamap5.epa.gov/ArcGIS/rest/services/IGD/StateAndCounty/MapServer,{6B63ABD4-D501-48A2-99A5-F0A055BBE93E},public
EPA,Level IV Ecoregions of Minnesota,ftp://ftp.epa.gov/wed/ecoregions/mn/mn_eco_l4.zip,{B4385E61-E542-472F-B5AA-5F20492A993F},public
EPA,USEPA Grants,http://edg.epa.gov/data/Restricted/OEI/OIAA/GeoGrantsGDB.gdb.zip,{169C612D-2489-4CC9-9851-75D07190B057},non-public
EPA,Level III Ecoregions of Missouri,ftp://ftp.epa.gov/wed/ecoregions/mo/mo_eco_l3.zip,{408CFCFB-8625-4254-A8FA-0B513C578064},public
EPA,Level III Ecoregions of Minnesota,ftp://ftp.epa.gov/wed/ecoregions/mn/mn_eco_l3.zip,{C6EB3672-74F1-4329-A342-1AD3EA96E04D},public
EPA,Level III Ecoregions of Mississippi,ftp://ftp.epa.gov/wed/ecoregions/ms/ms_eco_l3.zip,{4429B2AC-F296-4D41-B354-C218F515B405},public
EPA,Level IV Ecoregions of Mississippi,ftp://ftp.epa.gov/wed/ecoregions/ms/ms_eco_l4.zip,{12E82344-9C25-4B4B-80DE-0E6D48562D95},public
EPA,Level III Ecoregions of New Mexico,ftp://ftp.epa.gov/wed/ecoregions/nm/nm_eco_l3.zip,{3886A23E-EE4C-4D22-92D1-D1BCB0D0DA3B},public
EPA,Level III Ecoregions of EPA Region 10,ftp://ftp.epa.gov/wed/ecoregions/reg10/reg10_eco_l3.zip,{A2F589DB-D8E9-4B44-80FA-344D0DFC1034},public
EPA,Level IV Ecoregions of EPA Region 2,ftp://ftp.epa.gov/wed/ecoregions/reg2/reg2_eco_l4.zip,{19F3D7A1-DDFB-4604-841C-0CA03DFAC5B9},public
EPA,Level IV Ecoregions of EPA Region 4,ftp://ftp.epa.gov/wed/ecoregions/reg4/reg4_eco_l4.zip,{58C52407-F80F-48D7-9D59-485103BD7596},public
EPA,U.S. EPA's XTools Pro version 5.x License,http://intranet.epa.gov/rtpgis/Xtoolsreqform.html,{8522C57B-843B-4447-AC54-146A43B4BCF5},public
EPA,Level III Ecoregions of South Carolina,ftp://ftp.epa.gov/wed/ecoregions/sc/sc_eco_l3.zip,{F6112EE0-B2E6-48BE-834D-0564F77211E8},public
EPA,Level III Ecoregions of Texas,ftp://ftp.epa.gov/wed/ecoregions/tx/tx_eco_l3.zip,{0AC0669F-6E06-47A4-AA21-9788DFEBD617},public
EPA,Level IV Ecoregions of Wyoming,ftp://ftp.epa.gov/wed/ecoregions/wy/wy_eco_l4.zip,{098D58BB-0252-426E-BC33-B026CCA1A501},public
EPA,Level III Ecoregions of Wyoming,ftp://ftp.epa.gov/wed/ecoregions/wy/wy_eco_l3.zip,{4F1A8BC5-B2BA-4643-9CF0-D4644BFDBBD7},public
EPA,Level III Ecoregions of Florida,ftp://ftp.epa.gov/wed/ecoregions/fl/fl_eco_l3.zip,{C095ECEA-80BC-4D17-8AAD-0BF06D1C988A},public
EPA,"EPA Facilities and Regional Boundaries Service, US, 2012, US EPA, SEGS",https://edg.epa.gov/data/PUBLIC/OEI/EPA_Facilities/EPA_Locations.zip,{EB015EB1-24CD-498F-9485-CE05EE14BC99},public
EPA,Level III Ecoregions of Georgia,ftp://ftp.epa.gov/wed/ecoregions/ga/ga_eco_l3.zip,{05855827-37E9-4934-B0F2-E8810E0F14F7},public
EPA,Level III Ecoregions of Indiana,ftp://ftp.epa.gov/wed/ecoregions/in/in_eco_l3.zip,{EE1587A6-CFEC-4D24-ABAA-A5B3932D5D20},public
EPA,Level III Ecoregions of Massachusetts,ftp://ftp.epa.gov/wed/ecoregions/ma/ma_eco_l3.zip,{D363D6CD-3949-4993-8AC1-091AD6C4E9B2},public
EPA,"EPA Facilities and Regional Boundaries Download Package, US, 2012, US EPA, SEGS",https://edg.epa.gov/data/public/OEI/EPA_Facilities/EPA_Locations.zip,{F0DFDCC1-8226-4A3C-A3C4-FAEFB9CB9D36},public
EPA,Level IV Ecoregions of Missouri,ftp://ftp.epa.gov/wed/ecoregions/mo/mo_eco_l4.zip,{A1859137-EE0C-4A95-81F1-E238AC2290B1},public
EPA,Level IV Ecoregions of Montana,ftp://ftp.epa.gov/wed/ecoregions/mt/mt_eco_l4.zip,{2F9B1332-EBAA-4601-BC76-BF9D082D83E3},public
EPA,Level III Ecoregions of North Carolina,ftp://ftp.epa.gov/wed/ecoregions/nc/nc_eco_l3.zip,{FA32D30C-6590-45A9-90A5-E06B7F3FF38C},public
EPA,Level IV Ecoregions of North Carolina,ftp://ftp.epa.gov/wed/ecoregions/nc/nc_eco_l4.zip,{36B2BEAB-5A20-41CF-95C7-336C6A67DCC0},public
EPA,Lake Morphometry for NHD Lakes in the Lower Portion of the Missouri Region 10 HUC,https://edg.epa.gov/data/PUBLIC/ORD/NHEERL/LakeMorphometry.zip,{EBDADC5E-BFC2-46AB-8FDF-CF8821B4450E},public
EPA,2010 Cartographic Boundary Counties with SF1/IGD: COUNTY10_SDE_SF1,http://www2.census.gov/geo/tiger/GENZ2010/,{6C637443-0129-4DF8-80AB-9B8F39CD1F5E},public
EPA,Level IV Ecoregions of Nebraska,ftp://ftp.epa.gov/wed/ecoregions/ne/ne_eco_l4.zip,{827A5297-78ED-486E-839E-2EB0536C2352},public
EPA,Level III Ecoregions of New Hampshire,ftp://ftp.epa.gov/wed/ecoregions/nh/nh_eco_l3.zip,{C526482B-786F-4658-AB94-41459536E7DE},public
EPA,Level IV Ecoregions of North Dakota,ftp://ftp.epa.gov/wed/ecoregions/nd/nd_eco_l4.zip,{921645FD-98E2-41F3-BF8A-B72281DB16DB},public
EPA,Level III Ecoregions of Nebraska,ftp://ftp.epa.gov/wed/ecoregions/ne/ne_eco_l3.zip,{39BE88AB-F121-4896-B20E-BFD53C369A63},public
EPA,Level IV Ecoregions of Nevada,ftp://ftp.epa.gov/wed/ecoregions/nv/nv_eco_l4.zip,{579068F8-DDD1-474B-8749-4E5FCC72CAF0},public
EPA,Level IV Ecoregions of New Mexico,ftp://ftp.epa.gov/wed/ecoregions/nm/nm_eco_l4.zip,{928B2CB8-1ABA-4439-AA8B-3EB73B54C733},public
EPA,Level III Ecoregions of New York,ftp://ftp.epa.gov/wed/ecoregions/ny/ny_eco_l3.zip,{CBF36A9B-20B4-4EE7-9342-EDA4D6FA2E67},public
EPA,Level III Ecoregions of New Jersey,ftp://ftp.epa.gov/wed/ecoregions/nj/nj_eco_l3.zip,{3A4F80BA-702E-4D74-BFA5-6F12A35DB1DB},public
EPA,Level IV Ecoregions of New Jersey,ftp://ftp.epa.gov/wed/ecoregions/nj/nj_eco_l4.zip,{029BB084-DEC5-4F24-A6F0-A0137574D999},public
EPA,Level III Ecoregions of Nevada,ftp://ftp.epa.gov/wed/ecoregions/nv/nv_eco_l3.zip,{BA1F7E49-60F8-4014-9DF1-56F645550564},public
EPA,Level III Ecoregions of Ohio,ftp://ftp.epa.gov/wed/ecoregions/oh/oh_eco_l3.zip,{96159B84-D6D1-424E-8C0D-C0B02F53C280},public
EPA,Level IV Ecoregions of Ohio,ftp://ftp.epa.gov/wed/ecoregions/oh/oh_eco_l4.zip,{B2492CC6-823B-4336-B797-6181CA2D4569},public
EPA,EPA Tribal Areas (4 of 4): Alaska Native Allotments,http://edg.epa.gov/data/Restricted/OEI/OIAA/Tribes/EPAtribes.zip,{15FEB09B-752E-4B48-B01B-D9F2D360623A},public
EPA,Level III Ecoregions of EPA Region 4,ftp://ftp.epa.gov/wed/ecoregions/reg4/reg4_eco_l3.zip,{DF807C4D-685B-4F25-9C07-4E59DEFFBFB9},public
EPA,Level IV Ecoregions of EPA Region 5,ftp://ftp.epa.gov/wed/ecoregions/reg5/reg5_eco_l4.zip,{1D35C180-02BD-4EEA-A02F-FB9A336C5D56},public
EPA,ICLUS v1.3 Population Projections,http://edg.epa.gov/data/Public/ORD/NCEA/county_pop.zip,{1BB3ECBD-3EEB-43F3-AF78-B1196ACCC732},public
EPA,USEPA Environmental Quality Index (EQI) and Associated Domain Indices by County for the United States,https://edg.epa.gov/data/Public/ORD/NHEERL/EQI/Eqi_results_2013JULY22.csv,{53AE6A65-E2C4-4B84-B012-66BC473F5C04},public
EPA,"USEPA Environmental Quality Index (EQI) - Air, Water, Land, Built, and Sociodemographic Domains Transformed Variables Dataset as Input for the USEPA EQI, by County for the United States",https://edg.epa.gov/data/Public/ORD/NHEERL/EQI/Eqidata_all_domains_2014March11.csv,{7F1AAA3A-4950-490B-B809-EB49F77D55DB},public
EPA,"USEPA Environmental Quality Index (EQI) - Air, Water, Land, Built, and Sociodemographic Domains Non-Transformed Variables Dataset as Input for the USEPA EQI, by County for the United States",https://edg.epa.gov/data/Public/ORD/NHEERL/EQI/Eqidata_all_domains_non-transformed_2013JULY18.csv,{6C622625-F820-47AA-9838-C4762AA1B916},public
EPA,ICLUS v1.3 Estimated Percent Impervious Suface for the Conterminous USA,http://edg.epa.gov/data/Public/ORD/NCEA/is_iclus_a1.zip,{4D34EB4D-FDD9-4612-98DE-3C723B6B0095},public
EPA,Level IV Ecoregions of Virginia,ftp://ftp.epa.gov/wed/ecoregions/va/va_eco_l4.zip,{62ED766D-2EBE-406D-81A7-1DE5536C6E4F},public
EPA,Level IV Ecoregions of Vermont,ftp://ftp.epa.gov/wed/ecoregions/vt/vt_eco_l4.zip,{F4B66D86-EEC9-4AFF-A0F7-0D812A534326},public
EPA,Level III Ecoregions of Washington,ftp://ftp.epa.gov/wed/ecoregions/wa/wa_eco_l3.zip,{791043A6-1A46-4A35-9EDA-573A92FCCE57},public
EPA,Level IV Ecoregions of Washington,ftp://ftp.epa.gov/wed/ecoregions/wa/wa_eco_l4.zip,{6FAE7EA0-41A0-4573-85F2-D6F899FA1EBB},public
EPA,Level IV Ecoregions of Indiana,ftp://ftp.epa.gov/wed/ecoregions/in/in_eco_l4.zip,{B3F30FAE-64E1-4EDA-BF2E-6C900CA4990B},public
EPA,Level III Ecoregions of Colorado,ftp://ftp.epa.gov/wed/ecoregions/co/co_eco_l3.zip,{B4296183-58CD-4983-9E56-7712EC45F858},public
EPA,ICLUS v1.3 Housing Density for the Conterminous USA,http://edg.epa.gov,{2E953B8B-08A1-42FB-BAAB-1D5C246BC7D0},public
EPA,Level IV Ecoregions of New York,ftp://ftp.epa.gov/wed/ecoregions/ny/ny_eco_l4.zip,{608EBDD7-176E-4923-A70C-0AE6961EA51B},public
EPA,Level III Ecoregions of Pennsylvania,ftp://ftp.epa.gov/wed/ecoregions/pa/pa_eco_l3.zip,{92F05D6D-BF7B-45BA-84AE-96560E69533B},public
EPA,Level III Ecoregions of North Dakota,ftp://ftp.epa.gov/wed/ecoregions/nd/nd_eco_l3.zip,{4A9646DF-36DB-485B-AB62-6858E1C49395},public
EPA,Level IV Ecoregions of New Hampshire,ftp://ftp.epa.gov/wed/ecoregions/nh/nh_eco_l4.zip,{066D2A6D-44EE-4CFA-AD85-D441C96767A4},public
EPA,Level IV Ecoregions of Pennsylvania,ftp://ftp.epa.gov/wed/ecoregions/pa/pa_eco_l4.zip,{BAE9B6F0-C5DC-4228-BD49-A1ED5189FAC6},public
EPA,Level IV Ecoregions of EPA Region 10,ftp://ftp.epa.gov/wed/ecoregions/reg10/reg10_eco_l4.zip,{1F281299-B700-416B-8CB4-0BAB7596CE7C},public
EPA,Level III Ecoregions of EPA Region 7,ftp://ftp.epa.gov/wed/ecoregions/reg7/reg7_eco_l3.zip,{CA3AC0C7-13C6-4721-B976-18DC235C1F00},public
EPA,Level IV Ecoregions of South Carolina,ftp://ftp.epa.gov/wed/ecoregions/sc/sc_eco_l4.zip,{7F18FDB6-28B1-4465-AFBD-9AFBA68E8E5A},public
EPA,National Register of Historic Places/IGD: NRHP,http://igeo.epa.gov/arcgis/rest/services/OEI_IGD/NRHP/MapServer,{94C19CE2-AE61-4737-A452-53FA079EE6E9},public
EPA,Level IV Ecoregions of Texas,ftp://ftp.epa.gov/wed/ecoregions/tx/tx_eco_l4.zip,{3B31F179-2418-4239-AC1E-D3356B35AB7E},public
EPA,Level III Ecoregions of Virginia,ftp://ftp.epa.gov/wed/ecoregions/va/va_eco_l3.zip,{D23B33AC-2B9C-48D1-B550-01DE1377C7F9},public
EPA,Level IV Ecoregions of the Conterminous United States,ftp://ftp.epa.gov/wed/ecoregions/us/us_eco_l4.zip,{E1B39B89-C3C7-429B-B235-7C05CEBE07A0},public
EPA,Level IV Ecoregions of EPA Region 3,ftp://ftp.epa.gov/wed/ecoregions/reg3/reg3_eco_l4.zip,{D1CC7A8E-47E1-4EEC-93C9-EA47AACB3514},public
EPA,Level IV Ecoregions of Rhode Island,ftp://ftp.epa.gov/wed/ecoregions/ri/ri_eco_l4.zip,{F33E5D88-DB9A-4D4B-843A-79E3CC73684D},public
EPA,Level IV Ecoregions of Michigan,ftp://ftp.epa.gov/wed/ecoregions/mi/mi_eco_l4.zip,{17CBD969-A394-40D4-ACEB-E71CED9F006C},public
EPA,Level III Ecoregions of Montana,ftp://ftp.epa.gov/wed/ecoregions/mt/mt_eco_l3.zip,{560DD6DE-88DF-41F1-9C86-F429EDC801C8},public
EPA,Level III Ecoregions of Tennessee,ftp://ftp.epa.gov/wed/ecoregions/tn/tn_eco_l3.zip,{B0B01BE4-0407-434C-BB84-CC5A82D5B4FB},public
EPA,Level III Ecoregions of EPA Region 3,ftp://ftp.epa.gov/wed/ecoregions/reg3/reg3_eco_l3.zip,{85E5D4D6-32AF-435E-9C54-9942BE5248FF},public
EPA,Level III Ecoregions of EPA Region 5,ftp://ftp.epa.gov/wed/ecoregions/reg5/reg5_eco_l3.zip,{0CDB3784-755E-4563-A7E8-8B0C320F3CEC},public
EPA,Level IV Ecoregions of EPA Region 1,ftp://ftp.epa.gov/wed/ecoregions/reg1/reg1_eco_l4.zip,{DB611EBF-C1AB-4335-B0F2-8CD8D05E1AE5},public
EPA,Level III Ecoregions of EPA Region 2,ftp://ftp.epa.gov/wed/ecoregions/reg2/reg2_eco_l3.zip,{0817CD87-1EF3-4438-BBBC-17F0FADDB73A},public
EPA,Level III Ecoregions of EPA Region 6,ftp://ftp.epa.gov/wed/ecoregions/reg6/reg6_eco_l3.zip,{CDB749D4-4973-4728-BEC5-606284926ED4},public
EPA,Level III Ecoregions of Wisconsin,ftp://ftp.epa.gov/wed/ecoregions/wi/wi_eco_l3.zip,{2B9E1B15-DEA6-4E4C-B69C-25B10138142E},public
EPA,Level III Ecoregions of Vermont,ftp://ftp.epa.gov/wed/ecoregions/vt/vt_eco_l3.zip,{8AA89333-314B-48A0-AF24-DEC9C0E765BF},public
EPA,Level IV Ecoregions of EPA Region 7,ftp://ftp.epa.gov/wed/ecoregions/reg7/reg7_eco_l4.zip,{EA9D35F1-7EAF-4C16-9229-3B8354AD9F32},public
EPA,Level IV Ecoregions of Tennessee,ftp://ftp.epa.gov/wed/ecoregions/tn/tn_eco_l4.zip,{60A5D872-EBEE-40AB-9A6A-517464D70F8C},public
EPA,Level III Ecoregions of Rhode Island,ftp://ftp.epa.gov/wed/ecoregions/ri/ri_eco_l3.zip,{36BEE443-B7A8-4173-B5F2-CCBE0DC3AB5F},public
EPA,Level IV Ecoregions of South Dakota,ftp://ftp.epa.gov/wed/ecoregions/sd/sd_eco_l4.zip,{1CF24656-294A-4592-9A6B-69B1A8FD311A},public
EPA,Level III Ecoregions of West Virginia,ftp://ftp.epa.gov/wed/ecoregions/wv/wv_eco_l3.zip,{9CF6D6DC-D451-4411-ACE3-B6ED1CD8960C},public
EPA,Level IV Ecoregions of Oklahoma,ftp://ftp.epa.gov/wed/ecoregions/ok/ok_eco_l4.zip,{B3359B1C-6394-46C5-80EC-6378CD223F0C},public
EPA,Level III Ecoregions of Oregon,ftp://ftp.epa.gov/wed/ecoregions/or/or_eco_l3.zip,{419290DE-919D-451A-B1B1-03846B357D94},public
EPA,National Aquatic Resource Surveys (NARS) N/P Values for Streams - Wadeable Streams Assessment,http://water.epa.gov/type/rsl/monitoring/streamsurvey/index.cfm,{2B8D2CC3-4A57-4B9B-9882-EA5B7C12A5D6},public
EPA,Level III Ecoregions of EPA Region 1,ftp://ftp.epa.gov/wed/ecoregions/reg1/reg1_eco_l3.zip,{C6050182-DC51-4D2F-A0A5-C0C3B9BC06E7},public
EPA,Level IV Ecoregions of Oregon,ftp://ftp.epa.gov/wed/ecoregions/or/or_eco_l4.zip,{A2DC5A45-2A19-4659-81F4-0B6A46CDE14A},public
EPA,Level IV Ecoregions of Wisconsin,ftp://ftp.epa.gov/wed/ecoregions/wi/wi_eco_l4.zip,{0D8D86F8-C966-4BF4-BB89-8E97C5E150B8},public
EPA,Level III Ecoregions of Oklahoma,ftp://ftp.epa.gov/wed/ecoregions/ok/ok_eco_l3.zip,{3E8F6CF7-2A8F-4FEC-92EA-5BA6A41663CE},public
EPA,Level IV Ecoregions of EPA Region 6,ftp://ftp.epa.gov/wed/ecoregions/reg6/reg6_eco_l4.zip,{15054DC0-8771-40F8-82D2-15BFEEE6C949},public
EPA,Level IV Ecoregions of West Virginia,ftp://ftp.epa.gov/wed/ecoregions/wv/wv_eco_l4.zip,{2EEB0F79-6845-4315-B0B5-DAD373AADBD1},public
EPA,Lakes Ecosystem Services Download Package,https://edg.epa.gov/data/public/ORD/LES/LES.zip,{1636EBB0-7CB4-468D-BEF3-ACDBEA0F3709},public
EPA,Merganser Download Package,https://edg.epa.gov/data/public/ORD/Merganser/Merganser.zip,{65E42A85-D34B-459E-821D-E892CC3D6C7E},public
EPA,"US EPA Regional Masks Download Package, US, 2015, US EPA, SEGS",http://edg.epa.gov/data/Public/OEI/EPA_RegionalMasks/EPA_RegionalMasks.zip,{1D7F7793-57A3-4F61-A1C2-EE63B258E341},public
EPA,Level III Ecoregions of the Conterminous United States,ftp://ftp.epa.gov/wed/ecoregions/us/us_eco_l3.zip,{A267B905-EB74-4B0B-B058-E25D0892B761},public
EPA,"American Community Survey 2006-2010 Derived Summary Tables for Counties in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/census/acs/acs_5yr_06_10/acs_5yr_2010_County_tables.gdb,{159E02E2-AB93-449A-848D-7F5A2F0BED83},public
EPA,"American Community Survey 2006-2010 Derived Summary Tables for Block Groups in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Census/ACS/ACS_5yr_06_10/ACS_5yr_2010_BG_Tables.gdb/,{F3AD1132-ACBB-4D1E-8BED-B6C13ABCBCB7},public
EPA,"American Community Survey 2006-2010 Derived Summary Tables for U.S. Environmental Protection Agency, Region 6 States",http://cook.rtp.epa.gov/ftp/data/CENSUS/ACS2010/ACS10StateSummaryTables.gdb.zip,{AD08547B-A09A-47A3-9415-4D4B60F0CEDF},public
EPA,"American Community Survey 2006-2010 Derived Summary Tables for Tracts in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Census/ACS/ACS_5yr_06_10/ACS_5yr_2010_Tract_Tables.gdb/,{6EE37E94-0A82-4E50-A130-9321845F80DC},public
EPA,U.S. EPA Metadata Editor (EME),http://edg.epa.gov/EME/,{4952303A-D92C-4E23-8719-888BA2DF865A},public
EPA,EPA Facility Registry Service (FRS): FRS_ESF10,http://igeo.epa.gov/arcgis/rest/services/OEI/FRS_ESF10/MapServer,{EF4A2554-B797-4604-ABAD-C9660E2AD749},public
EPA,EPA Facility Registry Service (FRS): FRS_ESF3,http://igeo.epa.gov/arcgis/rest/services/OEI/FRS_ESF3/MapServer,{B4A867A5-89B2-4B39-BF64-5A5AD206F298},public
EPA,"US EPA Regional Masks, US, 2015, US EPA, SEGS",http://geodata.epa.gov/ArcGIS/Rest/Services/OEI/EPA_RegionalMasks/MapServer,{6E1ADBAB-EF1F-4C30-9E8C-577D7E7D8C5F},public
EPA,Percent Agricultural Land Cover on Steep Slopes,https://edg.epa.gov/data/Public/ORD/NERL/ReVA/ReVA_Data.zip,{12973A9D-95A5-4583-AB2E-9DD787047C70},public
EPA,EPA Region 2 AIRS AQS GIS Layer,http://www.epa.gov/region02/,{6BEA79B0-07DD-45F7-858F-45096A17602D},public
EPA,"EPA Region 2 Hazardous Waste Treatment, Storage and Disposal Facilities Permitted Under RCRA [EPA.R2_RCRA_TSD_FAC]",https://edg.epa.gov/clipship/,{9CC17307-DB67-4253-9524-FA650A9A7FC2},public
EPA,"EnviroAtlas - New Bedford, MA - Domestic Water Use per Day by U.S. Census Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/NBMA_community_metrics_Nov2014.zip,{300C9AEE-CE7E-4BA4-858F-62E5DDB4EC8B},public
EPA,EPA Office of Water (OW): 2002 SPARROW Total NP (Catchments),http://gispub2.epa.gov/NPDAT,{70708A3D-D93D-4F8F-A53F-DD9CB01EF380},public
EPA,"EJSCREEN Version 1, EJ Index Alternatives",http://gisint1.rtpnc.epa.gov/ArcGIS/rest/services/OA/EJ_Index_Alternatives/MapServer,{0E2A06B0-D413-4C3B-AA6A-EBF192A0645E},non-public
EPA,"EJSCREEN Version 1, Demographic Data",http://gisint1.rtpnc.epa.gov/ArcGIS/rest/services/OA/EJ_Demographic_Data/MapServer,{F6DD1FC5-09AD-4578-996D-7F6228963BA6},non-public
EPA,"EnviroAtlas - Pittsburgh, PA - Riparian Buffer Land Cover by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/PitPA_community_metrics_Nov2014.zip,{04FD87BB-E2A7-4D05-B817-C2121648C633},public
EPA,EPA Office of Water (OW): Impaired Waters with TMDLs NHDPlus Indexed Dataset,http://www.epa.gov/waters/data/downloads.html,{2169A145-7615-4029-89A7-9FF9E6337A3D},public
EPA,"EnviroAtlas - Portland, ME - Potential Window Views of Water by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/PME_community_metrics_Nov2014.zip,{1B3A2D2F-0FCA-4E88-A392-239B8FFA32F5},public
EPA,EnviroAtlas - Domestic Water Demand by 12-Digit HUC for the Conterminous United States,https://edg.epa.gov/data/Public/ORD/EnviroAtlas/National_metrics_Nov2014.zip,{C6DBEBAB-03EF-43C8-8DCA-8D2845E06A96},public
EPA,EPA Web Taxonomy,http://iaspub.epa.gov/sor_internet/registry/termreg/searchandretrieve/taxonomies/webTaxonomies.do,{9FC56CC1-2532-455A-9FA9-A58B0B35D304},public
EPA,"EnviroAtlas - Woodbine, IA - BenMAP Results by Block Group",http://edg.epa.gov/data/Public/ORD/EnviroAtlas/WIA_community_metrics_Nov2014.zip,{B80563B5-28CD-49F8-A3A5-1F99FC6CC5D1},public
EPA,"EnviroAtlas - Woodbine, IA - Domestic Water Use per Day by U.S. Census Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/WIA_community_metrics_Nov2014.zip,{71AC4E10-EF6E-4361-A639-457F935A7B86},public
EPA,"EnviroAtlas - Tampa, FL - 51m Riparian Buffer Vegetated Cover",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/TFL_community_metrics_Nov2014.zip,{8CBCD2C4-15A5-41A2-88FD-DE098C2C1709},public
EPA,EPA's Office of General Counsel (OGC) Web Page,http://www.epa.gov/ogc/documents.htm,{6F1D71AA-8011-4E22-B7C7-AF2856D460D6},public
EPA,"EnviroAtlas - Phoenix, AZ - 51m Riparian Buffer Vegetated Cover",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/PAZ_community_metrics_Nov2014.zip,{DB489B15-0C42-4835-9978-52704DB63170},public
EPA,EPA Laws and Regulations Gateway,http://www.epa.gov/lawsregs/,{2332D145-EB10-4521-B585-43E62202E753},public
EPA,"EnviroAtlas - Durham, NC - Park Access by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/DNC_community_metrics_Nov2014.zip,{0ECF494E-DF62-44CC-B7DE-598899314D2D},public
